question_id,date,category,question,option_1,option_2,option_3,option_4,correct_answer
374,2023-02-19,Internacional,¿Qué medida ha solicitado el fiscal general Merrick Garland en la demanda contra Google presentada ante un tribunal federal de Virginia?,Que se retiren todas las multas impuestas a Google en los últimos años.,Que se conceda a Google el monopolio del mercado de la publicidad digital.,Que se dividan las actividades publicitarias de Google mediante desinversiones para fomentar la competencia.,Que se premie a Google con un reconocimiento especial por su éxito en el mercado tecnológico.,option_3
375,2023-02-19,Internacional,¿Dónde se produjo un tiroteo que dejó diez muertos en el arranque de las celebraciones del Año Nuevo chino?,En una discoteca de Los Ángeles,En una iglesia de Massachusetts,En un supermercado de Baltimore,En un parque de Nueva York,option_1
376,2023-02-19,Internacional,¿Qué propone el proyecto de ley para reducir la condena a presos que donen órganos en Massachusetts?,Reducir la condena un día por cada órgano donado,Mejoras penitenciarias para aquellos presos que decidan donar un órgano en vida,Una ayuda de 10.000 dólares a los donantes vivos para su defensa,Una reducción de condena de 60 a 365 días a cambio de un órgano,option_4
377,2023-02-19,Internacional,¿Qué revela la investigación abierta contra Donald Trump sobre sus intentos de revertir la derrota electoral en 2020 en Georgia?,Que hubo fraude electoral en las elecciones presidenciales de 2020 en Georgia,Que los testigos que declararon en la investigación dijeron la verdad bajo juramento,Que uno o varios testigos que declararon en la investigación podrían haber mentido bajo juramento,Que la causa fue iniciada por el propio Trump,option_3
378,2023-02-19,Internacional,"¿Quién fue asesinado por cinco policías afroamericanos en Memphis, Tennessee, el 7 de enero de 2023?","Anthony Lowe Jr., un hombre negro con ambas piernas amputadas","Tyre Nichols, un hombre afroamericano de 29 años y padre de un hijo de cuatro años",Un joven latino de 20 años,Un hombre blanco de 50 años,option_2
379,2023-02-19,Internacional,¿Qué afirmó el Departamento de Estado de EE. UU. sobre el globo espía chino derribado en Montana?,El globo estaba equipado con instrumentos para interceptar y geolocalizar comunicaciones.,El globo era un avión civil utilizado para investigación meteorológica.,El globo era un artefacto comercial lanzado con fines publicitarios.,El globo era un objeto no identificado de origen desconocido.,option_1
380,2023-02-19,Internacional,¿Quiénes acusaron a EE. UU. de enviar globos estratosféricos a su espacio aéreo sin permiso?,China y Rusia.,Taiwán y Canadá,China y Taiwán.,Canadá y EE. UU.,option_3
381,2023-02-19,Internacional,¿Qué informó el Pentágono recientemente sobre los Fenómenos Aéreos No Identificados (FANI)?,El número de FANI ha disminuido en los últimos años.,La mayoría de los FANI son extraterrestres.,El número de FANI ha aumentado y muchos parecían ser globos y drones.,Los FANI son una invención de los medios de comunicación.,option_3
382,2023-02-19,Internacional,"¿Qué creó el presidente de EE. UU., Joe Biden, para analizar los riesgos de los objetos volantes no identificados derribados?",Un equipo de investigación.,Un consejo de seguridad.,Una agencia espacial.,Una comisión de la verdad.,option_1
383,2023-02-19,Internacional,¿Qué sugirió el portavoz del Consejo de Seguridad Nacional sobre los objetos volantes no identificados derribados en EE.UU. y Canadá?,Que probablemente eran globos o artilugios similares lanzados con fines comerciales o de investigación.,Que probablemente eran artefactos militares de origen desconocido.,Que probablemente eran extraterrestres.,Que probablemente eran artefactos chinos.,option_1
384,2023-02-19,Internacional,¿Quién es el presidente actual de Nicaragua?,Rosario Murillo,Adolfo Marenco,Daniel Ortega,Dora María Téllez,option_3
385,2023-02-19,Internacional,¿Cómo se llama el jefe de la inteligencia nicaragüense detenido por su papel en la persecución de opositores?,Adolfo Marenco,Dora María Téllez,Vilma Núñez,Carlos Fernando Chamorro,option_1
386,2023-02-19,Internacional,¿Cuántos presos políticos fueron liberados y desterrados a Estados Unidos en la purga política en Nicaragua en febrero de 2023?,222 presos,23 presos,94 presos,5 presos,option_1
387,2023-02-19,Internacional,¿Quién ocupa la vicepresidencia de Nicaragua?,Sergio Ramírez,Gioconda Belli,Carlos Fernando Chamorro,Rosario Murillo,option_4
388,2023-02-19,Internacional,¿Quién es el presidente de Marruecos?,Mohamed VI,Aziz Ajannuch,Abdelouafi Laftit,Nadia Fettah,option_2
389,2023-02-19,Internacional,¿Qué acuerdo se alcanzó en la cumbre hispano-marroquí de Rabat?,España y Marruecos acordaron continuar las pruebas en aduanas de Ceuta y Melilla sin fijar una fecha para apertura de aduanas.,Marruecos se comprometió a invertir 45.000 millones en desarrollo y modernización de sus infraestructuras hasta 2050.,España ofreció una línea de crédito por valor de 800 millones para animar a las empresas a invertir en Marruecos.,Se realizó una declaración conjunta de 74 puntos tras la Reunión de Alto Nivel celebrada en Rabat.,option_1
390,2023-02-19,Internacional,"¿Quién cuestionó la política internacional de Pedro Sánchez y le acusó de dejar que Marruecos ""humille"" a España?",Pablo Iglesias,Santiago Abascal,Yolanda Díaz,Alberto Núñez Feijóo,option_4
391,2023-02-19,Deportes,¿Quién fue Marcos Alonso?,"Exjugador del Real Madrid, hijo de Marquitos y padre del actual defensa del Barcelona","Exjugador del Barcelona, hijo de Marquitos y padre del actual defensa del Real Madrid","Exjugador del Racing, Atlético y Barcelona, hijo de Marquitos y padre del actual delantero del Real Madrid","Exjugador del Racing, Atlético y Barcelona, hijo de Marquitos y padre del actual defensa del Barcelona",option_3
392,2023-02-19,Deportes,¿Quién fue el primer jugador de La Liga en declararse abiertamente homosexual?,"Karim Benzema, jugador del Real Madrid","Jakub Jankto, futbolista del Getafe","Mikel Merino, jugador de la Real Sociedad","Diego García, jugador del Espanyol",option_2
393,2023-02-19,Deportes,¿Quién sustituyó a Voro en el banquillo del Valencia en febrero de 2023?,Rubén Baraja,Carlos Marchena,Peter Lim,Joan Gaspart,option_1
394,2023-02-19,Deportes,¿Por qué investiga la Fiscalía al FC Barcelona?,Por el fichaje irregular de un jugador brasileño,Por el pago de comisiones a jugadores,Por el pago de siete millones de euros al vicepresidente de los árbitros por supuestos informes sobre colegiados,Por el incumplimiento de las normas de fair play financiero,option_3
395,2023-02-19,Deportes,¿Cómo se llama el exvicepresidente del Comité Técnico de Árbitros (CTA) investigado por el cobro de siete millones de euros del FC Barcelona?,Josep Contreras,José María Enríquez Negreira,Jesús Gil Manzano,Mario Melero López,option_2
396,2023-02-19,Cultura,¿Por qué se cree que Pablo Neruda murió envenenado?,Porque su familia lo envenenó.,Porque se encontró la bacteria Clostridium botulinum en su cuerpo.,Porque su exchófer reconoció que lo asesinó.,Porque murió después de un golpe de estado.,option_2
397,2023-02-19,Cultura,¿Qué es el Códice Sassoon?,Una película que ganó 9 premios Goya.,Una best seller sobre Nueva York.,La biblia hebrea más antigua conocida.,Un tratado mitológico.,option_3
398,2023-02-19,Cultura,"¿Qué premio no ganó ""Alcarràs"" en la gala de los premios Goya?",Mejor Actriz.,Mejor Actor.,Mejor Película.,No ganó ningún premio.,option_4
399,2023-02-19,Cultura,¿Quién ganó el premio a Mejor Dirección Novel en la gala de los premios Goya?,Carla Simón.,Alberto Rodríguez.,Alauda Ruiz de Azúa.,Rodrigo Sorogoyen.,option_3
400,2023-02-19,Cultura,¿Quién ganó el premio a Mejor Actor en la gala de los premios Goya?,Ricardo Darín.,Denis Ménochet.,Benicio del Toro.,Luis Tosar.,option_2
401,2023-03-05,Economía,¿Quién es el actual presidente de la CEOE?,Yolanda Díaz,Antonio Garamendi,Ilan Goldfajn,Unai Sordo,option_2
402,2023-03-05,Economía,¿Cuál fue la remuneración total de los miembros de la junta y cargos directivos en la CEOE en 2021?,400.000 euros,601.000 euros,Un millón de euros,800.000 euros,option_2
403,2023-03-05,Economía,¿Quiénes conforman el comité directivo de la CEOE?,"Presidente, secretario general y 11 vicepresidentes",Presidente y 11 vicepresidentes,"Presidente, secretario general y ministros de gobierno","Presidente, secretario general y exministros de gobierno",option_2
404,2023-03-05,Economía,¿Quién es el nuevo presidente del Banco Interamericano de Desarrollo desde noviembre de 2022?,Rodrigo Rato,Antonio Garamendi,Ilan Goldfajn,Jair Bolsonaro,option_3
405,2023-03-05,Economía,¿Cuántas personas estaban desempleadas en febrero de 2023 en España?,"2,91 millones","20,17 millones",475.870 personas,70.744 personas,option_1
406,2023-03-05,Economía,¿Cuánto aumentó la inflación en febrero de 2023 en comparación con enero de ese mismo año?,2 décimas,6 décimas,7 décimas,5 décimas,option_1
407,2023-03-05,Economía,¿Cuál es la propuesta que presentó Unidas Podemos en febrero de 2023 para reducir los precios de los alimentos?,Aumentar el IVA,"Bonificar el precio de 20 productos básicos en un 14,4 por ciento",Monitorizar los precios con cámaras de seguridad,Ninguna de las anteriores,option_2
408,2023-03-05,Economía,¿Cuál es la previsión del Banco de España para el IPC en 2023?,"Un aumento del 4,9 por ciento","Un aumento del 6,1 por ciento","Una disminución del 5,7 por ciento",Ninguna de las anteriores,option_1
409,2023-03-05,Economía,¿Cuál fue el euríbor a 12 meses en febrero de 2023?,"3,534 por ciento","4,534 por ciento","2,534 por ciento","1,080 por ciento",option_1
410,2023-03-05,Economía,¿Quién preside el BCE?,Christine Lagarde,Mario Draghi,Jean-Claude Trichet,José Manuel González-Páramo,option_1
411,2023-03-05,Economía,¿En qué medida ha aumentado el salario mínimo en 2023?,"Un 2,5 por ciento",Un 8 por ciento,Un 5 por ciento,"Un 13,84 por ciento",option_2
412,2023-03-05,Economía,¿Qué propusieron a comienzos de 2023 los sindicatos CCOO y UGT sobre el aumento salarial?,"Un aumento salarial mínimo del 2,78 por ciento en el año 2022
",Un aumento salarial del 5 por ciento en el año 2022,Un aumento salarial del 4 por ciento en el año 2023,"Un aumento salarial mínimo del 13,84 por ciento en el período de 2022 a 2024",option_4
413,2023-03-05,Economía,¿Qué propone CCOO sobre las alzas salariales?,Aumentar los salarios en función del alza de precios,"Establecer un aumento salarial mínimo del 3,75 por ciento para 2024",Vincular las alzas salariales a la marcha de las empresas y los sectores,"Reducir la brecha salarial entre hombres y mujeres en un 3,7 por ciento",option_3
414,2023-03-05,Economía,¿Quién será el nuevo presidente del Banco Mundial en sustitución de David Malpass?,Donald Trump,Ajay Banga,Joaquín Pérez,Carmen Collado,option_2
415,2023-03-05,Economía,¿Cuál es la previsión del Banco de España respecto a la reducción de la jornada laboral media en la próxima década?,Aumentará en tres horas semanales de media,Permanecerá estable en 31 horas semanales de media,Se reducirá en seis horas semanales de media,Se reducirá en tres horas semanales de media,option_4
416,2023-03-05,Economía,¿Qué sistema de cotización para autónomos ha implementado el Ministerio de Seguridad Social en España?,Un sistema basado en una cantidad fija mensual independientemente de los ingresos,Un sistema basado en el número de horas trabajadas al mes,Un sistema basado en los ingresos reales una vez deducidos los gastos de su actividad,Un sistema basado en el salario mínimo interprofesional,option_3
417,2023-03-05,Economía,¿Por qué motivo se manifestaron en marzo los inspectores de trabajo en España?,Para exigir la mejora de sus condiciones laborales,Para solicitar un aumento salarial,Para pedir una reducción de su carga de trabajo,Para exigir la eliminación de la inspección laboral,option_1
418,2023-03-05,Economía,¿Cuál es el sector en el que las horas trabajadas por ocupado no han descendido entre 1995 y 2019 según el informe del Banco de España?,El sector de la construcción,El sector de la agricultura,El sector de servicios de mercado,El sector industrial,option_1
419,2023-03-05,Economía,¿Cuál es el precio total de la compra de Air Europa por parte de Iberia?,100 millones de euros,400 millones de euros,500 millones de euros,1.000 millones de euros,option_3
420,2023-03-05,Economía,¿Qué medidas están tomando las grandes empresas tecnológicas de Estados Unidos tras haber ganado menos dinero en 2022?,Hablan de austeridad y recortes de costes,Anuncian grandes inversiones en nuevas tecnologías,Incrementan sus gastos en publicidad,Reducen el precio de sus productos y servicios,option_1
421,2023-03-05,Economía,¿Por qué fue condenada Amazon en febrero de 2023?,Por no cumplir las normativas de seguridad laboral,Por no garantizar el pago de salarios justos a sus trabajadores,Por obligar a sus repartidores a utilizar su propio vehículo,Por no respetar las normas de competencia,option_3
422,2023-03-05,Economía,¿En qué consistía la estafa que realizaron los tres jóvenes condenados por delito de estafa agravada contra Amazon en Europa?,Publicaban anuncios falsos de venta de libros a precios más bajos en páginas de compraventa y luego solicitaban el producto a través de Amazon y tramitaban su devolución,Publicaban anuncios falsos de venta de ropa a precios más bajos en páginas de compraventa y luego solicitaban el producto a través de Amazon y tramitaban su devolución,Publicaban anuncios falsos de venta de electrónica nueva a precios más bajos en páginas de compraventa y luego solicitaban el producto a través de Amazon y tramitaban su devolución,Publicaban anuncios falsos de venta de productos alimenticios a precios más bajos en páginas de compraventa y luego solicitaban el producto a través de Amazon y tramitaban su devolución,option_3
423,2023-03-05,Economía,¿Qué sucedió en una operación internacional en la que participó la Guardia Civil relacionada con la plataforma de criptomonedas Bitzlato?,Se intervinieron 50 millones de euros y se bloquearon más de 100 cuentas,Se intervinieron 100 millones de euros y se bloquearon más de 50 cuentas,Se intervinieron 18 millones de euros y se bloquearon más de 100 cuentas,Se intervinieron 50 millones de euros y se bloquearon más de 18 cuentas,option_3
424,2023-03-05,Economía,¿Qué ha permitido el Tribunal Supremo a la fábrica de Ence en Pontevedra?,Continuar operando hasta 2073 en un terreno protegido por la Ley de Costas,Paralizar sus operaciones hasta que se realice un estudio ambiental completo,Cambiar su localización a una zona menos protegida,Obligarla a cumplir ciertas normativas ambientales antes de continuar operando,option_1
425,2023-03-05,Economía,¿Por qué Ferrovial trasladará su sede social a Países Bajos?,Porque la empresa fue fundada allí.,Para comenzar a cotizar en Países Bajos y pedir la entrada en la Bolsa de Estados Unidos.,Porque el 90% de sus ingresos se generan en España.,Para evitar pagar impuestos en España.,option_2
426,2023-03-05,Economía,¿Qué es Ferrovial Internacional (Fise)?,Una sociedad anónima europea holandesa que ya es titular del 86% de los activos de Ferrovial.,Una empresa competidora de Ferrovial.,Una empresa subsidiaria de Ferrovial en España.,Una empresa fundada por Rafael del Pino y Moreno.,option_1
427,2023-03-05,Economía,¿Cuándo se realizará el traslado de la sede de Ferrovial a Países Bajos?,En febrero de 2023.,En junio de 2023.,En el segundo semestre de 2023.,No se sabe.,option_3
428,2023-03-05,Economía,¿Cuánto ha ganado Ferrovial en contratos públicos en España desde junio de 2018?,"1.014,9 millones de euros.",731 millones de euros.,"8.868,3 millones de euros.",No se sabe.,option_1
429,2023-03-05,Economía,¿Cuántas casas se vendieron en total en España en 2022?,649.494,650.323,648.494,651.345,option_1
430,2023-03-05,Economía,¿Qué ciudad ocupa el segundo lugar en el ranking de precios de la vivienda más cara en España en 2022?,Madrid,San Sebastián,Ibiza,Barcelona,option_3
431,2023-03-05,Economía,¿En qué año se aprobó la prohibición de pisos turísticos en Palma?,2018,2022,2019,2017,option_1
432,2023-03-05,Economía,¿Qué efecto tuvo el aumento de los tipos de interés en el mercado hipotecario en diciembre de 2022?,Un aumento en las ventas de viviendas,Un enfriamiento del mercado inmobiliario,Un aumento del precio de la vivienda,Un aumento del número de hipotecas concedidas,option_2
433,2023-03-05,Economía,¿En qué caso se permitirá la deducción de la deuda hipotecaria en el impuesto de patrimonio según el fallo del Tribunal Supremo?,Si la deuda hipotecaria no está relacionada con la adquisición o inversión en el bien en cuestión,Si la deuda hipotecaria es mayor que el valor del bien adquirido,"Si el préstamo se ha utilizado para cualquier propósito, independientemente de su relación con el bien en cuestión",Si el préstamo se ha utilizado para la compra o inversión en el bien en cuestión,option_4
434,2023-03-05,Economía,¿Cuál es el motivo del fiasco de los trenes de Renfe en Asturias y Cantabria?,Un error en las medidas de anchura de los trenes encargados por Renfe.,Un problema en las vías de ancho métrico en Asturias y Cantabria.,Una falta de especificación en las medidas del gálibo de los túneles.,Una mala gestión del Ministerio de Transportes.,option_1
435,2023-03-05,Economía,¿Qué organismo público licitó la compra de tres locomotoras para prestar servicio en las vías de ancho métrico en Asturias y Cantabria?,Renfe,Adif,Stadler,"El Ministerio de Transportes, Movilidad y Agenda Urbana",option_2
436,2023-03-05,Cultura,¿Qué es el Bono Joven Cultural 2023?,Un programa de ayuda para jóvenes que cumplen la mayoría de edad en 2023 y que pueden utilizar en establecimientos adheridos al programa.,Una iniciativa para subvencionar eventos deportivos en 2023.,Un programa de ayuda para jóvenes que cumplen la mayoría de edad en 2022 y que pueden utilizar en establecimientos adheridos al programa.,Un programa de ayuda para personas mayores de 30 años que deseen participar en eventos culturales.,option_1
437,2023-03-05,Cultura,¿Quién ganó el Premio Nadal 2023?,Ana María Matute,Francisco Umbral,Juan José Millás,Manuel Vilas,option_4
438,2023-03-05,Cultura,¿De qué trata la novela de Gustavo Rodríguez ganadora del Premio Alfaguara de novela 2023?,Sobre la Habana de 1989.,Sobre la violencia de género.,"Sobre la vejez y la dignidad, la violencia de clase y el miedo ante un futuro incierto.",Sobre la vida de un escritor peruano.,option_3
439,2023-03-05,Cultura,¿Quién es Leonardo Padura?,Un autor peruano.,Un autor español.,Un autor cubano.,Un autor mexicano.,option_3
440,2023-03-05,Cultura,¿Cuál es el nombre de la Biblia hebrea más antigua que se subastará en mayo en Sotheby's?,Códice Sassoon,Códice de los Profetas,Códice de los Reyes,Códice de los Salmos,option_1
441,2023-03-05,Cultura,¿Qué editorial revisó algunas de las obras de Roald Dahl para eliminar adjetivos o descripciones físicas de algunos personajes?,Puffin,Penguin Random House,HarperCollins,Scholastic,option_1
442,2023-03-05,Cultura,¿Cuál fue la causa oficial de la muerte de Pablo Neruda durante 40 años?,Envenenamiento,Cáncer de próstata con metástasis,Infarto de miocardio,Accidente cerebrovascular,option_2
443,2023-03-05,Cultura,¿Qué periódico estadounidense canceló su contrato con el caricaturista Scott Adams después de que hiciera comentarios controvertidos sobre la comunidad afroamericana?,The New York Times,The Washington Post,The Wall Street Journal,USA Today,option_2
444,2023-03-05,Cultura,¿Qué escritor español de cuentos infantiles falleció en febrero de 2023 en Madrid?,Juan Gómez-Jurado,Arturo Pérez-Reverte,Javier Sierra,Juan Muñoz Martín,option_4
445,2023-03-05,Cultura,¿Qué museo presenta la mayor retrospectiva hasta la fecha del pintor holandés Johannes Vermeer?,El Museo Frick de Nueva York,La Galería Mauritshuis de La Haya,El Rijksmuseum de Ámsterdam,El Louvre de París,option_3
446,2023-03-05,Cultura,¿Qué pieza del sepulcro real de Juan II de Castilla e Isabel de Portugal fue subastada en Nueva York en 1927 y ahora se reclama su devolución?,Una figura de alabastro que representa a San Antonio de Padua,Una figura de alabastro que representa a Santiago el Mayor,Un relieve de mármol que representa a San Juan Bautista,Un relieve de mármol que representa a la Virgen María,option_2
447,2023-03-05,Cultura,¿Dónde se ha producido el hallazgo de un mosaico bizantino de unos 500 metros cuadrados con motivos de animales y hojas de parra?,En la ciudad de Israel,"Bajo un campo de refugiados en Al Bureij, en Gaza",En la costa de la Franja de Gaza,En un huerto de Jerusalén,option_2
448,2023-03-05,Cultura,¿Dónde se ha descubierto una sinagoga del siglo XIII debajo de una discoteca?,En Toledo,En Córdoba,En Segovia,En Utrera,option_4
449,2023-03-05,Cultura,¿Qué se esconde en la cara norte de la Gran Pirámide de Keops?,Una misteriosa cámara funeraria,Un corredor de nueve metros de longitud descubierto en 2016,Una escalera de acceso a la cima de la pirámide,Una sala de reuniones utilizada por los faraones,option_2
450,2023-03-05,Cultura,¿Cuál fue la película ganadora del premio a Mejor Película en los Globos de Oro 2023 en la categoría de drama?,Todo a la vez en todas partes,Almas en pena de Inisherin,Los Fabelman,TÁR,option_3
451,2023-03-05,Cultura,¿Quién ganó el premio a Mejor Director en los Globos de Oro 2023?,Martin McDonagh,Steven Spielberg,Guillermo del Toro,Rodrigo Sorogoyen,option_2
452,2023-03-05,Cultura,¿Cuál fue la película ganadora del premio a Mejor Película en los César del cine francés?,Pacifiction,As bestas,Memorias de París,Alcarràs,option_1
453,2023-03-05,Cultura,¿Quién ganó el premio a Mejor Actriz en los Bafta 2023?,Kerry Condon,Cate Blanchett,Laia Costa,Virginie Efira,option_2
454,2023-03-05,Cultura,¿Cuál fue la película ganadora del premio a Mejor Película en los Bafta 2023?,Sin novedad en el frente,Almas en pena de Inisherin,Los Fabelman,TÁR,option_1
455,2023-03-05,Cultura,¿Qué película ganó el premio a Mejor Película en la gala de los Goya 2023?,"""As Bestas""","""Alcarràs""","""Modelo 77""","""Cinco lobitos""",option_1
456,2023-03-05,Cultura,¿Quién ganó el premio a Mejor Dirección en la gala de los Goya 2023?,Carla Simón,Alberto Rodríguez,Rodrigo Sorogoyen,Alauda Ruiz de Azúa,option_3
457,2023-03-05,Cultura,¿Quién ganó el premio a Mejor Actor en la gala de los Goya 2023?,Ricardo Darín,Benicio del Toro,Denis Ménochet,Mario Casas,option_3
458,2023-03-05,Cultura,¿Qué película salió de la gala sin premios en los Goya 2023?,"""As Bestas""","""Alcarràs""","""Modelo 77""","""Cinco lobitos""",option_2
459,2023-03-05,Cultura,¿Qué película ganó el premio a Mejor Actriz Secundaria en la gala de los Goya 2023?,"""As Bestas""","""Alcarràs""","""Modelo 77""","""Cinco lobitos""",option_4
460,2023-03-05,Cultura,¿Por qué ha generado polémica la nominación de Andrea Riseborough a los Oscar?,Por su interpretación de una madre soltera y alcohólica.,"Por haber ganado una pequeña fortuna en la lotería en la película ""To Leslie"".",Por haber violado algunas de las reglas de la Academia.,Por haber recibido el apoyo de actores de Hollywood.,option_3
461,2023-03-05,Cultura,¿Por qué falleció Carlos Saura?,Debido a una insuficiencia respiratoria.,Tras sufrir un pequeño ictus.,A causa de un rápido declive de su salud.,Por una caída paseando a sus perros.,option_1
462,2023-03-05,Cultura,¿Quién era Sergi Schaaff?,"El director del programa de televisión ""Saber y ganar"" en La 2.","El productor principal de la serie documental ""Las voces perdidas (Saura busca Lorca)"".",Un compositor de música popular,Un diseñador español que trabajó con Paco Rabanne.,option_1
463,2023-03-05,Cultura,¿Quién representará a España en Eurovisión 2023?,Agoney,Vicco,Blanca Paloma,Alfred García,option_3
464,2023-03-05,Cultura,¿Por qué es conocido el compositor Burt Bacharach?,Por haber ganado seis premios Grammy y tres Oscar.,Por haber compuesto la canción ganadora en el Benidorm Fest 2023.,"Por haberse presentado en la final de la NFL, la Super Bowl.",Por haber compuesto música para desfiles de moda de alta costura.,option_1
465,2023-03-05,Cultura,¿Quién ha sido coronada como la mayor ganadora de la historia en los Grammy 2023?,Jay-Z,Georg Solti,Beyoncé,Rosalía,option_3
466,2023-03-05,Cultura,¿Cuántos gramófonos ha conseguido Beyoncé en su carrera en los Grammy 2023?,30,31,32,33,option_3
467,2023-03-05,Cultura,¿Quién ganó el premio de Álbum del año en los Grammy 2023?,Beyoncé,Harry Styles,Rosalía,Bad Bunny,option_2
468,2023-03-05,Cultura,¿Qué premios ganó Harry Styles en los Brit Awards 2023?,"Mejor álbum, mejor artista, mejor canción y mejor artista de pop/R&B.",Mejor artista internacional y mejor canción internacional.,Mejor álbum y mejor artista internacional.,Ninguno de los anteriores.,option_1
469,2023-03-05,Cultura,¿Quién fue reconocida como mejor artista internacional y mejor canción internacional en los Brit Awards 2023?,Harry Styles,Beyoncé,Rosalía,Bad Bunny,option_2
470,2023-03-05,Deportes,¿Quién marcó el tercer gol para el Barça en la final de la Supercopa de España contra el Real Madrid?,Xavi,Gavi,Lewandowski,Pedri,option_4
471,2023-03-05,Deportes,¿Quién anotó dos de los tres goles en la final de la Supercopa de España femenina que el Barcelona ganó a la Real Sociedad?,Aitana Bonmatí,Oshoala,Ninguna de las anteriores,Ambas opciones son correctas,option_1
472,2023-03-05,Deportes,Quiénes marcaron los goles en la final del Mundial de Clubes que el Real Madrid ganó al Al-Hilal saudí por 5 a 3?,Vinicius Junior y Federico Valverde,Federico Valverde y Benzema,Vinicius Junior y Benzema,Ninguna de las anteriores,option_3
473,2023-03-05,Deportes,¿Son delito las primas a terceros por ganar en competiciones deportivas?,"Sí, son delito","No, no son delito",Depende del contexto,Ninguna de las anteriores,option_2
474,2023-03-05,Deportes,¿Por qué la Premier League denunció al Manchester City?,Por no proporcionar información fidedigna sobre la remuneración y contrato del entrenador Roberto Mancini y de los jugadores,Por infracciones respecto a las regulaciones de Financial Fair Play de la UEFA,Por pertenecer a Abu Dhabi United Group desde 2008,Por todas las anteriores son correctas.,option_4
475,2023-03-05,Deportes,¿Qué países sudamericanos están compitiendo por albergar el Mundial de 2030?,Argentina y Uruguay,Argentina y Paraguay,"Argentina, Uruguay, Chile y Paraguay",Chile y Paraguay,option_3
476,2023-03-05,Deportes,¿Qué países compiten con la candidatura sudamericana para albergar el Mundial de 2030?,Arabia Saudí y Emiratos Árabes Unidos,"España, Portugal y Ucrania","Italia, Francia y Alemania",Ninguno de los anteriores,option_2
477,2023-03-05,Deportes,¿Cuál es la nueva propuesta de la Superliga?,Crear una competición cerrada sin miembros permanentes,Crear una competición abierta y sin miembros permanentes,Sustituir a la Liga de Campeones y crear una entidad que la reemplace como explotadora de los torneos,Crear una competición abierta y con miembros permanentes,option_2
478,2023-03-05,Deportes,¿Qué clubes lideran el proyecto de la Superliga?,"Atlético de Madrid, Real Madrid y Juventus de Turín","Real Madrid, Barcelona y Atlético de Madrid","Barcelona, Real Madrid y PSG","Real Madrid, Barcelona y Juventus de Turín",option_4
479,2023-03-05,Deportes,¿Quién ha sido el primer jugador de La Liga en hacer pública su homosexualidad?,Jake Daniels,Jakub Jankto,Justin Fashanu,Ninguno de los anteriores,option_2
480,2023-03-05,Deportes,¿Quién ha sido el nuevo entrenador del Valencia en sustitución de Voro?,Rubén Baraja,Carlos Marchena,José Mourinho,Ninguno de los anteriores,option_1
481,2023-03-05,Deportes,¿Cuál fue el precio que pagó el FC Barcelona al vicepresidente de los árbitros por supuestos informes sobre colegiados?,"1,4 millones de euros",5 millones de euros,7 millones de euros,10 millones de euros,option_3
482,2023-03-05,Deportes,¿Quién es el tenista con más semanas como número uno del mundo de la historia?,Roger Federer,Novak Djokovic,Pete Sampras,Steffi Graf,option_2
483,2023-03-05,Deportes,¿Quién ostentaba el récord histórico de puntos en la NBA antes de que LeBron James lo superara?,Michael Jordan,Kobe Bryant,Kareem Abdul-Jabbar,Wilt Chamberlain,option_3
484,2023-03-05,Deportes,¿Quién es el jugador que batió el récord personal de puntos en un partido de los Cleveland Cavaliers?,Donovan Mitchell,Ricky Rubio,Kyrie Irving,LeBron James,option_1
485,2023-03-05,Deportes,¿Qué jugador de baloncesto de los Cleveland Cavaliers volvió a jugar después de más de un año de baja?,Donovan Mitchell,Ricky Rubio,Kyrie Irving,LeBron James,option_2
486,2023-03-05,Deportes,¿Qué equipo de baloncesto ganó la Copa Intercontinental de la FIBA en 2023?,Lenovo Tenerife,Movistar Estudiantes,Unicaja Málaga,Ninguno de los anteriores,option_1
487,2023-03-05,Ciencia y tecnología,¿Cuándo se lanzó la nave Soyuz MS-23 para rescatar a los cosmonautas atrapados en la Estación Espacial Internacional?,20 de diciembre,24 de febrero,22 de enero,2 de marzo,option_2
488,2023-03-05,Ciencia y tecnología,¿Cómo se llama el proyecto de un láser capaz de desviar los rayos al cielo?,Láser Antitormenta,Láser Pararrayos,Láser Antirrayos,Láser LLR,option_4
489,2023-03-05,Ciencia y tecnología,¿En qué publicación se ha publicado el estudio que confirma la existencia de una quinta capa en el núcleo interno de la Tierra?,Nature Geoscience,Nature Communications,Science,Physical Review Letters,option_2
490,2023-03-05,Ciencia y tecnología,¿Cuál es el radio de la esfera de hierro casi puro que compone la quinta capa en el núcleo interno de la Tierra?,1.000 kilómetros,650 kilómetros,500 kilómetros,200 kilómetros,option_2
491,2023-03-05,Ciencia y tecnología,¿Qué servicios ofrecerá el satélite Amazonas Nexus de Hispasat?,"Acceso a internet en lugares remotos, servicios de telefonía y televisión.","Acceso a internet en lugares remotos, servicios al sector de defensa y tecnología de vanguardia.","Servicios de defensa, acceso a internet y telefonía.","Servicios de televisión, acceso a internet y telefonía.",option_2
492,2023-03-05,Ciencia y tecnología,¿Qué impacto puede tener el paro en la rotación del núcleo interno de la Tierra?,No tiene impacto en el clima ni el nivel del mar.,Puede acortar el día e influir en el nivel del mar y en el clima del planeta.,Puede alargar el día e influir en el nivel del mar y en el clima del planeta.,Puede acelerar el día e influir en el nivel del mar y en el clima del planeta.,option_2
